,DrugBank ID,Drug name,UniProt ID,UniProt Name
2941,DB00759,Tetracycline,P02359,30S ribosomal protein S7
2942,DB00759,Tetracycline,P0AG59,30S ribosomal protein S14
2943,DB00759,Tetracycline,P0A7V3,30S ribosomal protein S3
2944,DB00759,Tetracycline,P0A7W7,30S ribosomal protein S8
2945,DB00759,Tetracycline,P0A7U3,30S ribosomal protein S19
2946,DB00759,Tetracycline,P04156,Major prion protein
2947,DB00759,Tetracycline,C9EH48,Multidrug translocase MdfA
2948,DB00759,Tetracycline,Q9UM07,Protein-arginine deiminase type-4
2949,DB01041,Thalidomide,Q96SW2,Protein cereblon
2950,DB01041,Thalidomide,P01375,Tumor necrosis factor
2951,DB01041,Thalidomide,P19838,Nuclear factor NF-kappa-B p105 subunit
2952,DB01041,Thalidomide,P21802,Fibroblast growth factor receptor 2
2953,DB01041,Thalidomide,P35354,Prostaglandin G/H synthase 2
2954,DB01041,Thalidomide,P02763,Alpha-1-acid glycoprotein 1
2955,DB01041,Thalidomide,P19652,Alpha-1-acid glycoprotein 2
2956,DB00277,Theophylline,P30542,Adenosine receptor A1
2957,DB00277,Theophylline,P29274,Adenosine receptor A2a
2958,DB00277,Theophylline,P29275,Adenosine receptor A2b
2959,DB00277,Theophylline,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B"
2960,DB00277,Theophylline,O76074,"cGMP-specific 3',5'-cyclic phosphodiesterase"
2961,DB00277,Theophylline,P27815,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A"
2962,DB00277,Theophylline,Q14432,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A"
2963,DB00277,Theophylline,Q92769,Histone deacetylase 2
2964,DB00277,Theophylline,Q99829,Copine-1
2965,DB00277,Theophylline,Q8TCT9,Minor histocompatibility antigen H13
2966,DB00277,Theophylline,Q15155,Nodal modulator 1
2967,DB00277,Theophylline,P09874,Poly [ADP-ribose] polymerase 1
2968,DB00277,Theophylline,Q7Z5B4,Protein RIC-3
2969,DB00277,Theophylline,Q9Y4R7,Tubulin monoglycylase TTLL3
2970,DB00679,Thioridazine,P14416,D(2) dopamine receptor
2971,DB00679,Thioridazine,P21728,D(1A) dopamine receptor
2972,DB00679,Thioridazine,P35348,Alpha-1A adrenergic receptor
2973,DB00679,Thioridazine,P35368,Alpha-1B adrenergic receptor
2974,DB00679,Thioridazine,P28223,5-hydroxytryptamine receptor 2A
2975,DB00679,Thioridazine,Q12809,Potassium voltage-gated channel subfamily H member 2
2976,DB01623,Thiothixene,P14416,D(2) dopamine receptor
2977,DB01623,Thiothixene,P21728,D(1A) dopamine receptor
2978,DB01623,Thiothixene,P28223,5-hydroxytryptamine receptor 2A
2979,DB00906,Tiagabine,P30531,Sodium- and chloride-dependent GABA transporter 1
2980,DB00208,Ticlopidine,Q9H244,P2Y purinoceptor 12
2981,DB00373,Timolol,P08588,Beta-1 adrenergic receptor
2982,DB00373,Timolol,P07550,Beta-2 adrenergic receptor
2983,DB00373,Timolol,P00720,Endolysin
2984,DB00775,Tirofiban,P08514,Integrin alpha-IIb
2985,DB00775,Tirofiban,P05106,Integrin beta-3
2986,DB00697,Tizanidine,P08913,Alpha-2A adrenergic receptor
2987,DB00697,Tizanidine,P18089,Alpha-2B adrenergic receptor
2988,DB00697,Tizanidine,P18825,Alpha-2C adrenergic receptor
2989,DB00697,Tizanidine,Q9Y2I1,Nischarin
2990,DB00697,Tizanidine,P35348,Alpha-1A adrenergic receptor
2991,DB00697,Tizanidine,P35368,Alpha-1B adrenergic receptor
2992,DB00697,Tizanidine,P25100,Alpha-1D adrenergic receptor
2993,DB00839,Tolazamide,Q09428,ATP-binding cassette sub-family C member 8
2994,DB00839,Tolazamide,Q14654,ATP-sensitive inward rectifier potassium channel 11
2995,DB01124,Tolbutamide,Q09428,ATP-binding cassette sub-family C member 8
2996,DB01124,Tolbutamide,P48048,ATP-sensitive inward rectifier potassium channel 1
2997,DB00323,Tolcapone,P21964,Catechol O-methyltransferase
2998,DB00500,Tolmetin,P35354,Prostaglandin G/H synthase 2
2999,DB00500,Tolmetin,P23219,Prostaglandin G/H synthase 1
3000,DB00273,Topiramate,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
3001,DB00273,Topiramate,P35498,Sodium channel protein type 1 subunit alpha
3002,DB00273,Topiramate,Q9Y5Y9,Sodium channel protein type 10 subunit alpha
3003,DB00273,Topiramate,Q9UI33,Sodium channel protein type 11 subunit alpha
3004,DB00273,Topiramate,Q99250,Sodium channel protein type 2 subunit alpha
3005,DB00273,Topiramate,Q9NY46,Sodium channel protein type 3 subunit alpha
3006,DB00273,Topiramate,P35499,Sodium channel protein type 4 subunit alpha
3007,DB00273,Topiramate,Q14524,Sodium channel protein type 5 subunit alpha
3008,DB00273,Topiramate,Q01118,Sodium channel protein type 7 subunit alpha
3009,DB00273,Topiramate,Q9UQD0,Sodium channel protein type 8 subunit alpha
3010,DB00273,Topiramate,Q15858,Sodium channel protein type 9 subunit alpha
3011,DB00273,Topiramate,P39086,"Glutamate receptor ionotropic, kainate 1"
3012,DB00273,Topiramate,Q13002,"Glutamate receptor ionotropic, kainate 2"
3013,DB00273,Topiramate,Q13003,"Glutamate receptor ionotropic, kainate 3"
3014,DB00273,Topiramate,Q16099,"Glutamate receptor ionotropic, kainate 4"
3015,DB00273,Topiramate,Q16478,"Glutamate receptor ionotropic, kainate 5"
3016,DB00273,Topiramate,P00918,Carbonic anhydrase 2
3017,DB00273,Topiramate,P22748,Carbonic anhydrase 4
3018,DB00273,Topiramate,P00915,Carbonic anhydrase 1
3019,DB00273,Topiramate,P07451,Carbonic anhydrase 3
3020,DB00273,Topiramate,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C
3021,DB00273,Topiramate,Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D
3022,DB00273,Topiramate,O60840,Voltage-dependent L-type calcium channel subunit alpha-1F
3023,DB00273,Topiramate,Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S
3024,DB00273,Topiramate,Q02641,Voltage-dependent L-type calcium channel subunit beta-1
3025,DB00273,Topiramate,Q08289,Voltage-dependent L-type calcium channel subunit beta-2
3026,DB00273,Topiramate,P54284,Voltage-dependent L-type calcium channel subunit beta-3
3027,DB00273,Topiramate,O00305,Voltage-dependent L-type calcium channel subunit beta-4
3028,DB00273,Topiramate,Q15878,Voltage-dependent R-type calcium channel subunit alpha-1E
3029,DB01030,Topotecan,P11387,DNA topoisomerase 1
3030,DB01030,Topotecan,Q969P6,"DNA topoisomerase I, mitochondrial"
3031,DB00214,Torasemide,Q13621,Solute carrier family 12 member 1
3032,DB00214,Torasemide,P55011,Solute carrier family 12 member 2
3033,DB00193,Tramadol,P35372,Mu-type opioid receptor
3034,DB00193,Tramadol,P23975,Sodium-dependent noradrenaline transporter
3035,DB00193,Tramadol,P31645,Sodium-dependent serotonin transporter
3036,DB00193,Tramadol,P28335,5-hydroxytryptamine receptor 2C
3037,DB00193,Tramadol,P41145,Kappa-type opioid receptor
3038,DB00193,Tramadol,P41143,Delta-type opioid receptor
3039,DB00193,Tramadol,Q693P7,Alpha-7 nicotinic cholinergic receptor subunit
3040,DB00193,Tramadol,P20309,Muscarinic acetylcholine receptor M3
3041,DB00193,Tramadol,P11229,Muscarinic acetylcholine receptor M1
3042,DB00193,Tramadol,P25103,Substance-P receptor
3043,DB00193,Tramadol,Q99250,Sodium channel protein type 2 subunit alpha
3044,DB00193,Tramadol,Q8NER1,Transient receptor potential cation channel subfamily V member 1
3045,DB00193,Tramadol,Q05586,"Glutamate receptor ionotropic, NMDA 1"
3046,DB00193,Tramadol,Q12879,"Glutamate receptor ionotropic, NMDA 2A"
3047,DB00193,Tramadol,Q13224,"Glutamate receptor ionotropic, NMDA 2B"
3048,DB00193,Tramadol,Q14957,"Glutamate receptor ionotropic, NMDA 2C"
3049,DB00193,Tramadol,O15399,"Glutamate receptor ionotropic, NMDA 2D"
3050,DB00193,Tramadol,Q8TCU5,"Glutamate receptor ionotropic, NMDA 3A"
3051,DB00193,Tramadol,O60391,"Glutamate receptor ionotropic, NMDA 3B"
3052,DB00193,Tramadol,P30542,Adenosine receptor A1
3053,DB00193,Tramadol,P08913,Alpha-2A adrenergic receptor
3054,DB00193,Tramadol,P18089,Alpha-2B adrenergic receptor
3055,DB00193,Tramadol,P18825,Alpha-2C adrenergic receptor
3056,DB00519,Trandolapril,P12821,Angiotensin-converting enzyme
3057,DB00287,Travoprost,P43088,Prostaglandin F2-alpha receptor
3058,DB00374,Treprostinil,P43119,Prostacyclin receptor
3059,DB00374,Treprostinil,Q03181,Peroxisome proliferator-activated receptor delta
3060,DB00374,Treprostinil,Q9H244,P2Y purinoceptor 12
3061,DB00755,Tretinoin,P28702,Retinoic acid receptor RXR-beta
3062,DB00755,Tretinoin,P48443,Retinoic acid receptor RXR-gamma
3063,DB00755,Tretinoin,P13631,Retinoic acid receptor gamma
3064,DB00755,Tretinoin,P00352,Retinal dehydrogenase 1
3065,DB00755,Tretinoin,Q8NFJ5,Retinoic acid-induced protein 3
3066,DB00755,Tretinoin,O94788,Retinal dehydrogenase 2
3067,DB00755,Tretinoin,P49788,Retinoic acid receptor responder protein 1
3068,DB00755,Tretinoin,P10276,Retinoic acid receptor alpha
3069,DB00755,Tretinoin,P10826,Retinoic acid receptor beta
3070,DB00755,Tretinoin,P31025,Lipocalin-1
3071,DB00755,Tretinoin,Q9NY56,Odorant-binding protein 2a
3072,DB00755,Tretinoin,P02753,Retinol-binding protein 4
3073,DB00755,Tretinoin,Q16654,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial"
3074,DB00755,Tretinoin,P19793,Retinoic acid receptor RXR-alpha
3075,DB00755,Tretinoin,O43174,Cytochrome P450 26A1
3076,DB00755,Tretinoin,Q9NR63,Cytochrome P450 26B1
3077,DB00755,Tretinoin,Q6V0L0,Cytochrome P450 26C1
3078,DB00755,Tretinoin,O60760,Hematopoietic prostaglandin D synthase
3079,DB00620,Triamcinolone,P04150,Glucocorticoid receptor
3080,DB00384,Triamterene,P51168,Amiloride-sensitive sodium channel subunit beta
3081,DB00384,Triamterene,P37088,Amiloride-sensitive sodium channel subunit alpha
3082,DB00384,Triamterene,P51172,Amiloride-sensitive sodium channel subunit delta
3083,DB00384,Triamterene,P51170,Amiloride-sensitive sodium channel subunit gamma
3084,DB00831,Trifluoperazine,P14416,D(2) dopamine receptor
3085,DB00831,Trifluoperazine,Q9NYX4,Neuron-specific vesicular protein calcyon
3086,DB00831,Trifluoperazine,P35348,Alpha-1A adrenergic receptor
3087,DB00831,Trifluoperazine,P0DP23,Calmodulin
3088,DB00831,Trifluoperazine,P63316,"Troponin C, slow skeletal and cardiac muscles"
3089,DB00831,Trifluoperazine,P26447,Protein S100-A4
3090,DB00508,Triflupromazine,P14416,D(2) dopamine receptor
3091,DB00508,Triflupromazine,P21728,D(1A) dopamine receptor
3092,DB00508,Triflupromazine,P41595,5-hydroxytryptamine receptor 2B
3093,DB00508,Triflupromazine,P11229,Muscarinic acetylcholine receptor M1
3094,DB00508,Triflupromazine,P08172,Muscarinic acetylcholine receptor M2
3095,DB00376,Trihexyphenidyl,P11229,Muscarinic acetylcholine receptor M1
3096,DB00376,Trihexyphenidyl,P08172,Muscarinic acetylcholine receptor M2
3097,DB00376,Trihexyphenidyl,P20309,Muscarinic acetylcholine receptor M3
3098,DB00376,Trihexyphenidyl,P08173,Muscarinic acetylcholine receptor M4
3099,DB00376,Trihexyphenidyl,P08912,Muscarinic acetylcholine receptor M5
3100,DB00440,Trimethoprim,P0ABQ4,Dihydrofolate reductase
3101,DB01157,Trimetrexate,P00374,Dihydrofolate reductase
3102,DB03904,Urea,P05089,Arginase-1
3103,DB03904,Urea,P00918,Carbonic anhydrase 2
3104,DB03904,Urea,P35222,Catenin beta-1
3105,DB03904,Urea,Q8XB74,Sulfoxide reductase catalytic subunit YedY
3106,DB03904,Urea,P00378,Dihydrofolate reductase
3107,DB00580,Valdecoxib,P35354,Prostaglandin G/H synthase 2
3108,DB00580,Valdecoxib,P00918,Carbonic anhydrase 2
3109,DB00580,Valdecoxib,P07451,Carbonic anhydrase 3
3110,DB00385,Valrubicin,P11388,DNA topoisomerase 2-alpha
3111,DB00177,Valsartan,P30556,Type-1 angiotensin II receptor
3112,DB00067,Vasopressin,P30518,Vasopressin V2 receptor
3113,DB00067,Vasopressin,P37288,Vasopressin V1a receptor
3114,DB00067,Vasopressin,P47901,Vasopressin V1b receptor
3115,DB00285,Venlafaxine,P31645,Sodium-dependent serotonin transporter
3116,DB00285,Venlafaxine,P23975,Sodium-dependent noradrenaline transporter
3117,DB00285,Venlafaxine,Q01959,Sodium-dependent dopamine transporter
3118,DB00661,Verapamil,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C
3119,DB00661,Verapamil,Q00975,Voltage-dependent N-type calcium channel subunit alpha-1B
3120,DB00661,Verapamil,O00555,Voltage-dependent P/Q-type calcium channel subunit alpha-1A
3121,DB00661,Verapamil,Q14654,ATP-sensitive inward rectifier potassium channel 11
3122,DB00661,Verapamil,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G
3123,DB00661,Verapamil,O95180,Voltage-dependent T-type calcium channel subunit alpha-1H
3124,DB00661,Verapamil,Q12809,Potassium voltage-gated channel subfamily H member 2
3125,DB00661,Verapamil,P31645,Sodium-dependent serotonin transporter
3126,DB00661,Verapamil,P35348,Alpha-1A adrenergic receptor
3127,DB00661,Verapamil,P35368,Alpha-1B adrenergic receptor
3128,DB00661,Verapamil,P25100,Alpha-1D adrenergic receptor
3129,DB01080,Vigabatrin,P80404,"4-aminobutyrate aminotransferase, mitochondrial"
3130,DB00570,Vinblastine,Q71U36,Tubulin alpha-1A chain
3131,DB00570,Vinblastine,P07437,Tubulin beta chain
3132,DB00570,Vinblastine,Q9UJT1,Tubulin delta chain
3133,DB00570,Vinblastine,P23258,Tubulin gamma-1 chain
3134,DB00570,Vinblastine,Q9UJT0,Tubulin epsilon chain
3135,DB00570,Vinblastine,P05412,Transcription factor AP-1
3136,DB00541,Vincristine,P07437,Tubulin beta chain
3137,DB00541,Vincristine,P68366,Tubulin alpha-4A chain
3138,DB00361,Vinorelbine,P07437,Tubulin beta chain
3139,DB00162,Vitamin A,Q9BTZ2,Dehydrogenase/reductase SDR family member 4
3140,DB00162,Vitamin A,O94788,Retinal dehydrogenase 2
3141,DB00162,Vitamin A,P00352,Retinal dehydrogenase 1
3142,DB00162,Vitamin A,Q92781,11-cis retinol dehydrogenase
3143,DB00162,Vitamin A,P47895,Aldehyde dehydrogenase family 1 member A3
3144,DB00162,Vitamin A,Q8NBN7,Retinol dehydrogenase 13
3145,DB00162,Vitamin A,Q96NR8,Retinol dehydrogenase 12
3146,DB00162,Vitamin A,O95237,Lecithin retinol acyltransferase
3147,DB00162,Vitamin A,O75911,Short-chain dehydrogenase/reductase 3
3148,DB00162,Vitamin A,Q6NUM9,"All-trans-retinol 13,14-reductase"
3149,DB00162,Vitamin A,Q8TC12,Retinol dehydrogenase 11
3150,DB00162,Vitamin A,Q9HBH5,Retinol dehydrogenase 14
3151,DB00162,Vitamin A,Q9NYR8,Retinol dehydrogenase 8
3152,DB00162,Vitamin A,P05090,Apolipoprotein D
3153,DB00162,Vitamin A,P41222,Prostaglandin-H2 D-isomerase
3154,DB00163,Vitamin E,Q9UDX3,SEC14-like protein 4
3155,DB00163,Vitamin E,P09917,Arachidonate 5-lipoxygenase
3156,DB00163,Vitamin E,O76054,SEC14-like protein 2
3157,DB00163,Vitamin E,Q9UDX4,SEC14-like protein 3
3158,DB00163,Vitamin E,P05771,Protein kinase C beta type
3159,DB00163,Vitamin E,O75469,Nuclear receptor subfamily 1 group I member 2
3160,DB00163,Vitamin E,P17252,Protein kinase C alpha type
3161,DB00163,Vitamin E,P23743,Diacylglycerol kinase alpha
3162,DB00163,Vitamin E,P62714,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform
3163,DB00163,Vitamin E,P67775,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform
3164,DB02546,Vorinostat,Q9BY41,Histone deacetylase 8
3165,DB02546,Vorinostat,Q13547,Histone deacetylase 1
3166,DB02546,Vorinostat,Q92769,Histone deacetylase 2
3167,DB02546,Vorinostat,O15379,Histone deacetylase 3
3168,DB02546,Vorinostat,Q9UBN7,Histone deacetylase 6
3169,DB02546,Vorinostat,O67135,Acetoin utilization protein
3170,DB00682,Warfarin,Q9BQB6,Vitamin K epoxide reductase complex subunit 1
3171,DB00682,Warfarin,O75469,Nuclear receptor subfamily 1 group I member 2
3172,DB00549,Zafirlukast,Q9Y271,Cysteinyl leukotriene receptor 1
3173,DB00744,Zileuton,P09917,Arachidonate 5-lipoxygenase
3174,DB00246,Ziprasidone,P14416,D(2) dopamine receptor
3175,DB00246,Ziprasidone,P21728,D(1A) dopamine receptor
3176,DB00246,Ziprasidone,P21918,D(1B) dopamine receptor
3177,DB00246,Ziprasidone,P28223,5-hydroxytryptamine receptor 2A
3178,DB00246,Ziprasidone,P35462,D(3) dopamine receptor
3179,DB00246,Ziprasidone,P21917,D(4) dopamine receptor
3180,DB00246,Ziprasidone,P08908,5-hydroxytryptamine receptor 1A
3181,DB00246,Ziprasidone,P28222,5-hydroxytryptamine receptor 1B
3182,DB00246,Ziprasidone,P28221,5-hydroxytryptamine receptor 1D
3183,DB00246,Ziprasidone,P28566,5-hydroxytryptamine receptor 1E
3184,DB00246,Ziprasidone,P28335,5-hydroxytryptamine receptor 2C
3185,DB00246,Ziprasidone,P50406,5-hydroxytryptamine receptor 6
3186,DB00246,Ziprasidone,P34969,5-hydroxytryptamine receptor 7
3187,DB00246,Ziprasidone,P35367,Histamine H1 receptor
3188,DB00246,Ziprasidone,P35348,Alpha-1A adrenergic receptor
3189,DB00246,Ziprasidone,P35368,Alpha-1B adrenergic receptor
3190,DB00246,Ziprasidone,P08913,Alpha-2A adrenergic receptor
3191,DB00246,Ziprasidone,P18089,Alpha-2B adrenergic receptor
3192,DB00246,Ziprasidone,P18825,Alpha-2C adrenergic receptor
3193,DB00246,Ziprasidone,P11229,Muscarinic acetylcholine receptor M1
3194,DB00246,Ziprasidone,P08172,Muscarinic acetylcholine receptor M2
3195,DB00246,Ziprasidone,P20309,Muscarinic acetylcholine receptor M3
3196,DB00246,Ziprasidone,P08173,Muscarinic acetylcholine receptor M4
3197,DB00246,Ziprasidone,P08912,Muscarinic acetylcholine receptor M5
3198,DB00246,Ziprasidone,P46098,5-hydroxytryptamine receptor 3A
3199,DB00246,Ziprasidone,O95264,5-hydroxytryptamine receptor 3B
3200,DB00246,Ziprasidone,Q8WXA8,5-hydroxytryptamine receptor 3C
3201,DB00246,Ziprasidone,Q70Z44,5-hydroxytryptamine receptor 3D
3202,DB00246,Ziprasidone,A5X5Y0,5-hydroxytryptamine receptor 3E
3203,DB00246,Ziprasidone,P47898,5-hydroxytryptamine receptor 5A
3204,DB00315,Zolmitriptan,P28222,5-hydroxytryptamine receptor 1B
3205,DB00315,Zolmitriptan,P28221,5-hydroxytryptamine receptor 1D
3206,DB00315,Zolmitriptan,P30939,5-hydroxytryptamine receptor 1F
3207,DB00315,Zolmitriptan,P28566,5-hydroxytryptamine receptor 1E
3208,DB00315,Zolmitriptan,P34969,5-hydroxytryptamine receptor 7
3209,DB00315,Zolmitriptan,P08908,5-hydroxytryptamine receptor 1A
3210,DB00315,Zolmitriptan,P28223,5-hydroxytryptamine receptor 2A
3211,DB00315,Zolmitriptan,P41595,5-hydroxytryptamine receptor 2B
3212,DB00909,Zonisamide,P35498,Sodium channel protein type 1 subunit alpha
3213,DB00909,Zonisamide,Q99250,Sodium channel protein type 2 subunit alpha
3214,DB00909,Zonisamide,Q9NY46,Sodium channel protein type 3 subunit alpha
3215,DB00909,Zonisamide,P35499,Sodium channel protein type 4 subunit alpha
3216,DB00909,Zonisamide,Q14524,Sodium channel protein type 5 subunit alpha
3217,DB00909,Zonisamide,Q15858,Sodium channel protein type 9 subunit alpha
3218,DB00909,Zonisamide,Q9UI33,Sodium channel protein type 11 subunit alpha
3219,DB00909,Zonisamide,Q07699,Sodium channel subunit beta-1
3220,DB00909,Zonisamide,O60939,Sodium channel subunit beta-2
3221,DB00909,Zonisamide,Q9NY72,Sodium channel subunit beta-3
3222,DB00909,Zonisamide,Q8IWT1,Sodium channel subunit beta-4
3223,DB00909,Zonisamide,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G
3224,DB00909,Zonisamide,O95180,Voltage-dependent T-type calcium channel subunit alpha-1H
3225,DB00909,Zonisamide,Q9P0X4,Voltage-dependent T-type calcium channel subunit alpha-1I
